Crypto,Date,Time - 24 Hour Format,Time - 12 Hour Format,volume,open,Close Minus Open,Adj Close Minus Open,Close Minus Adj Close,High Minus Open,High Minus Close,High Minus Adj Close,High Minus Low,close,adj_close,high,low,Trade Impact
SPC-USD,03-10-2020,00:00:00,12:00 AM,1954,0.005614,0.000301,0.000301,0,0.000305,4.00E-06,4.00E-06,0.00039,0.005915,0.005915,0.005919,0.005529,Positive Impact
CONX28135-USD,21-03-2025,00:00:00,12:00 AM,46719,17.54395866,0.10965538,0.10965538,0,0.180545807,0.070890427,0.070890427,0.242294312,17.65361404,17.65361404,17.72450447,17.48221016,Positive Impact
SHX-USD,24-11-2020,00:00:00,12:00 AM,8190,0.000192,-3.00E-06,-3.00E-06,0,1.90E-05,2.20E-05,2.20E-05,3.20E-05,0.000189,0.000189,0.000211,0.000179,Negative Impact
PALLA-USD,16-12-2022,00:00:00,12:00 AM,84921,0.011293,0.000133,0.000133,0,0.000147,1.40E-05,1.40E-05,0.000162,0.011426,0.011426,0.01144,0.011278,Positive Impact
PORK29220-USD,16-05-2024,00:00:00,12:00 AM,1864946,0,0,0,0,0,0,0,0,0,0,0,0,No Impact
CEL-USD,23-01-2021,00:00:00,12:00 AM,10287504,4.935689926,-0.112970829,-0.112970829,0,0.016305923,0.129276752,0.129276752,0.192358971,4.822719097,4.822719097,4.95199585,4.759636879,Negative Impact
LINA7102-USD,29-10-2023,00:00:00,12:00 AM,8608595,0.010456,0.000155999,0.000155999,0,0.000393,0.000237,0.000237,0.000569,0.010612,0.010612,0.010849,0.01028,Positive Impact
MTV-USD,10-05-2023,00:00:00,12:00 AM,225584,0.001057,4.80E-05,4.80E-05,0,4.90E-05,1.00E-06,1.00E-06,7.40E-05,0.001105,0.001105,0.001106,0.001032,Negative Impact
KISHU-USD,19-08-2021,00:00:00,12:00 AM,2934093,0,0,0,0,0,0,0,0,0,0,0,0,No Impact
XNO-USD,25-07-2023,00:00:00,12:00 AM,1366614,0.678313017,0.019529998,0.019529998,0,0.034280002,0.014750004,0.014750004,0.044543028,0.697843015,0.697843015,0.712593019,0.668049991,Positive Impact
DMD-USD,09-12-2024,00:00:00,12:00 AM,35952,4.955808163,-0.372493267,-0.372493267,0,0.073361874,0.445855141,0.445855141,0.587731838,4.583314896,4.583314896,5.029170036,4.441438198,Negative Impact
TPT-USD,30-11-2021,00:00:00,12:00 AM,979346,0.025581,-0.001501,-0.001501,0,0.000178,0.001679,0.001679,0.002028,0.024080001,0.024080001,0.025759,0.023731001,Negative Impact
BONE11865-USD,01-12-2024,00:00:00,12:00 AM,20048507,0.570537984,0.080522001,0.080522001,0,0.117856026,0.037334025,0.037334025,0.123301029,0.651059985,0.651059985,0.68839401,0.565092981,Positive Impact
DORA27966-USD,20-01-2024,00:00:00,12:00 AM,405669,0.132498994,0.005621001,0.005621001,0,0.013633013,0.008012012,0.008012012,0.016474009,0.138119996,0.138119996,0.146132007,0.129657999,Positive Impact
RBC-USD,15-01-2022,00:00:00,12:00 AM,778376,0.229353994,0.019375011,0.019375011,0,0.029390007,0.010014996,0.010014996,0.035503998,0.248729005,0.248729005,0.258744001,0.223240003,Positive Impact
MCT16946-USD,01-02-2022,00:00:00,12:00 AM,848685,0.300983995,0.002443999,0.002443999,0,0.004153013,0.001709014,0.001709014,0.005014002,0.303427994,0.303427994,0.305137008,0.300123006,Positive Impact
VET-USD,09-03-2019,00:00:00,12:00 AM,14730236,0.004429,0.000439,0.000439,0,0.000453,1.40E-05,1.40E-05,0.00047,0.004868,0.004868,0.004882,0.004412,Positive Impact
USDL-USD,08-02-2025,00:00:00,12:00 AM,4962,1.00009203,0.000136018,0.000136018,0,0.000157952,2.19E-05,2.19E-05,0.000167966,1.000228047,1.000228047,1.000249982,1.000082016,Positive Impact
WOO-USD,21-01-2024,00:00:00,12:00 AM,12486594,0.403320998,-0.015033007,-0.015033007,0,0.002532005,0.017565012,0.017565012,0.017565012,0.388287991,0.388287991,0.405853003,0.388287991,Negative Impact
SNC-USD,10-03-2023,00:00:00,12:00 AM,241868,0.025916999,-0.000316,-0.000316,0,2.00E-06,0.000318,0.000318,0.001172001,0.025601,0.025601,0.025919,0.024746999,Negative Impact
TAVA-USD,10-01-2024,00:00:00,12:00 AM,3187458,0.059193999,-0.002049997,-0.002049997,0,0.000806,0.002855998,0.002855998,0.006130997,0.057144001,0.057144001,0.059999999,0.053869002,Negative Impact
QKC-USD,09-06-2019,00:00:00,12:00 AM,15076208,0.024946,-0.001973001,-0.001973001,0,0.000139,0.002112001,0.002112001,0.002732001,0.022972999,0.022972999,0.025085,0.022352999,Negative Impact
JOE-USD,03-02-2025,00:00:00,12:00 AM,22735422,0.235514,0.003110006,0.003110006,0,0.006367996,0.00325799,0.00325799,0.054207996,0.238624007,0.238624007,0.241881996,0.187674001,Positive Impact
STUSDT-USD,16-06-2024,00:00:00,12:00 AM,34,1.000589013,0.006451964,0.006451964,0,0.006871939,0.000419974,0.000419974,0.006871939,1.007040977,1.007040977,1.007460952,1.000589013,Positive Impact
WONE-USD,19-04-2024,00:00:00,12:00 AM,29166,0.015231,0.002048999,0.002048999,0,0.004395999,0.002347,0.002347,0.005007999,0.017279999,0.017279999,0.019626999,0.014619,Positive Impact
SIN12813-USD,16-09-2023,00:00:00,12:00 AM,575150,0.002236,9.50E-05,9.50E-05,0,9.90E-05,4.00E-06,4.00E-06,0.000101,0.002331,0.002331,0.002335,0.002234,Negative Impact
MINA-USD,23-03-2022,00:00:00,12:00 AM,335315827,2.155554056,0.373633862,0.373633862,0,0.650769949,0.277136087,0.277136087,0.651542902,2.529187918,2.529187918,2.806324005,2.154781103,Positive Impact
HAPI-USD,05-02-2024,00:00:00,12:00 AM,619488,23.98204994,1.24389267,1.24389267,0,2.356231689,1.11233902,1.11233902,2.677171707,25.22594261,25.22594261,26.33828163,23.66110992,Positive Impact
STARL-USD,22-09-2021,00:00:00,12:00 AM,5701840,1.10E-05,2.00E-06,2.00E-06,0,2.00E-06,0,0,2.00E-06,1.30E-05,1.30E-05,1.30E-05,1.10E-05,Negative Impact
DF-USD,17-04-2023,00:00:00,12:00 AM,2856983,0.069096997,-0.002473995,-0.002473995,0,1.20E-05,0.002485998,0.002485998,0.003558002,0.066623002,0.066623002,0.069109,0.065550998,Negative Impact
ALICE-USD,03-04-2023,00:00:00,12:00 AM,24479040,1.568127036,0.007266998,0.007266998,0,0.028227925,0.020960927,0.020960927,0.082072973,1.575394034,1.575394034,1.596354961,1.514281988,Positive Impact
VBTC-USD,08-02-2021,00:00:00,12:00 AM,0,780.1364136,139.8505249,139.8505249,0,144.6384888,4.787963867,4.787963867,172.99646,919.9869385,919.9869385,924.7749023,751.7784424,Positive Impact
CTXC-USD,06-06-2023,00:00:00,12:00 AM,1549066,0.156424001,0.006002992,0.006002992,0,0.007532001,0.001529008,0.001529008,0.010220006,0.162426993,0.162426993,0.163956001,0.153735995,Positive Impact
VOXEL-USD,04-03-2024,00:00:00,12:00 AM,12346751,0.323132992,-0.017744988,-0.017744988,0,0.001855999,0.019600987,0.019600987,0.026621997,0.305388004,0.305388004,0.324988991,0.298366994,Negative Impact
GO-USD,16-07-2020,00:00:00,12:00 AM,1544986,0.011483,0.000754001,0.000754001,0,0.001333,0.000579,0.000579,0.001734,0.012237,0.012237,0.012816,0.011082,Positive Impact
VLINK-USD,07-04-2022,00:00:00,12:00 AM,0,0.311746001,0.006987989,0.006987989,0,0.008385986,0.001397997,0.001397997,0.012165993,0.31873399,0.31873399,0.320131987,0.307965994,Positive Impact
TOKEN28299-USD,26-09-2024,00:00:00,12:00 AM,9549602,0.057737999,0.005061999,0.005061999,0,0.005750999,0.000689,0.000689,0.006767999,0.062799998,0.062799998,0.063488998,0.056720998,Positive Impact
TONIC-USD,06-09-2024,00:00:00,12:00 AM,17104,0,0,0,0,0,0,0,0,0,0,0,0,No Impact
ELA-USD,05-03-2021,00:00:00,12:00 AM,4106233,2.909755945,0.022902012,0.022902012,0,0.039360046,0.016458035,0.016458035,0.164872885,2.932657957,2.932657957,2.949115992,2.784243107,Positive Impact
GRASS32956-USD,02-01-2025,00:00:00,12:00 AM,171263536,2.641318083,0.651904821,0.651904821,0,0.751324892,0.099420071,0.099420071,0.778260946,3.293222904,3.293222904,3.392642975,2.614382029,Positive Impact
ELF-USD,17-04-2022,00:00:00,12:00 AM,7613215,0.337042987,-0.011595994,-0.011595994,0,0.001619011,0.013215005,0.013215005,0.013332009,0.325446993,0.325446993,0.338661999,0.325329989,Negative Impact
DJED-USD,12-08-2023,00:00:00,12:00 AM,61698,1.061076999,0.006057978,0.006057978,0,0.023903966,0.017845988,0.017845988,0.032872915,1.067134976,1.067134976,1.084980965,1.052108049,Positive Impact
PHB-USD,04-07-2020,00:00:00,12:00 AM,149209,0.003173,9.80E-05,9.80E-05,0,0.000131,3.30E-05,3.30E-05,0.000228,0.003271,0.003271,0.003304,0.003076,Negative Impact
ILV-USD,12-09-2023,00:00:00,12:00 AM,5931065,39.24945068,0.702552795,0.702552795,0,1.292366028,0.589813232,0.589813232,1.44865036,39.95200348,39.95200348,40.54181671,39.09316635,Positive Impact
CET-USD,06-04-2019,00:00:00,12:00 AM,3274818,0.023125,0.005275,0.005275,0,0.007464999,0.002189999,0.002189999,0.007946,0.0284,0.0284,0.03059,0.022644,Positive Impact
BOTX-USD,09-04-2022,00:00:00,12:00 AM,123675,0.470964998,-0.046039999,-0.046039999,0,0.006150007,0.052190006,0.052190006,0.061872005,0.424924999,0.424924999,0.477115005,0.415243,Negative Impact
KAR-USD,16-12-2021,00:00:00,12:00 AM,3144576,3.43406105,0.386016846,0.386016846,0,0.577205181,0.191188335,0.191188335,0.585439205,3.820077896,3.820077896,4.011266232,3.425827026,Positive Impact
RENDER-USD,09-07-2021,00:00:00,12:00 AM,3791411,0.628570974,-0.010748982,-0.010748982,0,0.022411048,0.033160031,0.033160031,0.055757999,0.617821991,0.617821991,0.650982022,0.595224023,Negative Impact
BCD-USD,25-10-2019,00:00:00,12:00 AM,4688641,0.442586005,0.033134997,0.033134997,0,0.035665989,0.002530992,0.002530992,0.059466004,0.475721002,0.475721002,0.478251994,0.418785989,Positive Impact
EGLD-USD,11-07-2021,00:00:00,12:00 AM,26271850,88.27855682,0.913375854,0.913375854,0,3.684883118,2.771507263,2.771507263,5.005249023,89.19193268,89.19193268,91.96343994,86.95819092,Positive Impact
REQ-USD,29-11-2024,00:00:00,12:00 AM,3143987,0.122314997,0.001238003,0.001238003,0,0.001457006,0.000219002,0.000219002,0.004738003,0.123553,0.123553,0.123772003,0.119034,Positive Impact
KDA-USD,26-03-2023,00:00:00,12:00 AM,4427540,0.934776008,0.013567984,0.013567984,0,0.030821979,0.017253995,0.017253995,0.035732985,0.948343992,0.948343992,0.965597987,0.929865003,Positive Impact
HOPR-USD,01-07-2024,00:00:00,12:00 AM,309116,0.065830998,0.000771999,0.000771999,0,0.001004003,0.000232004,0.000232004,0.00113,0.066602997,0.066602997,0.066835001,0.065705001,Positive Impact
FIO-USD,01-01-2024,00:00:00,12:00 AM,1747840,0.028046999,0.000582,0.000582,0,0.001191001,0.000609001,0.000609001,0.001878001,0.028628999,0.028628999,0.029238001,0.02736,Positive Impact
SWFTC-USD,06-08-2021,00:00:00,12:00 AM,16517645,0.002012,7.70E-05,7.70E-05,0,0.000308,0.000231,0.000231,0.000477,0.002089,0.002089,0.00232,0.001843,Negative Impact
APEX19843-USD,21-10-2024,00:00:00,12:00 AM,44586552,1.439715981,-0.015388012,-0.015388012,0,0.005315065,0.020703077,0.020703077,0.038397074,1.42432797,1.42432797,1.445031047,1.406633973,Negative Impact
WSEI-USD,25-11-2024,00:00:00,12:00 AM,135047,0.656823993,-0.027854979,-0.027854979,0,0.031244993,0.059099972,0.059099972,0.093221009,0.628969014,0.628969014,0.688068986,0.594847977,Negative Impact
XDB-USD,20-07-2021,00:00:00,12:00 AM,502227,0.066526003,-0.005954005,-0.005954005,0,0,0.005954005,0.005954005,0.006855004,0.060571998,0.060571998,0.066526003,0.059671,Negative Impact
WNK-USD,08-08-2022,00:00:00,12:00 AM,60764,0.002107,8.00E-06,8.00E-06,0,6.90E-05,6.10E-05,6.10E-05,7.30E-05,0.002115,0.002115,0.002176,0.002103,Negative Impact
BOO-USD,28-12-2023,00:00:00,12:00 AM,316023,1.398869991,-0.14628005,-0.14628005,0,0.038071036,0.184351087,0.184351087,0.210200071,1.252589941,1.252589941,1.436941028,1.226740956,Negative Impact
DF-USD,03-02-2024,00:00:00,12:00 AM,1893999,0.040075999,-3.70E-05,-3.70E-05,0,0.001790002,0.001827002,0.001827002,0.001844,0.040038999,0.040038999,0.041866001,0.040022001,Negative Impact
XNC-USD,16-01-2022,00:00:00,12:00 AM,68115,1.730967999,-0.02590394,-0.02590394,0,0.016538978,0.042442918,0.042442918,0.046187997,1.705064058,1.705064058,1.747506976,1.701318979,Negative Impact
PANDORA-USD,24-12-2024,00:00:00,12:00 AM,3489126,1904.478638,28.28161621,28.28161621,0,57.83654785,29.55493164,29.55493164,95.27453613,1932.760254,1932.760254,1962.315186,1867.040649,Positive Impact
CHEEL-USD,28-10-2023,00:00:00,12:00 AM,3570284,9.199192047,-0.045310974,-0.045310974,0,0.039225578,0.084536552,0.084536552,0.15180397,9.153881073,9.153881073,9.238417625,9.086613655,Negative Impact
VET-USD,03-03-2020,00:00:00,12:00 AM,161355448,0.005796,5.00E-06,5.00E-06,0,6.80E-05,6.30E-05,6.30E-05,0.000224,0.005801,0.005801,0.005864,0.00564,Negative Impact
PAXG-USD,03-06-2021,00:00:00,12:00 AM,22907718,1912.87561,-34.11584473,-34.11584473,0,2.240600586,36.35644531,36.35644531,37.98791504,1878.759766,1878.759766,1915.116211,1877.128296,Negative Impact
XCP-USD,18-06-2020,00:00:00,12:00 AM,1208,1.029057026,0.036315918,0.036315918,0,0.039641976,0.003326058,0.003326058,0.041295052,1.065372944,1.065372944,1.068699002,1.027403951,Positive Impact
BOO-USD,17-10-2024,00:00:00,12:00 AM,95617,1.320384026,-0.059301019,-0.059301019,0,0.040336013,0.099637032,0.099637032,0.102637053,1.261083007,1.261083007,1.360720038,1.258082986,Negative Impact
CYBRO-USD,30-01-2025,00:00:00,12:00 AM,1261685,0.020575,0.000328001,0.000328001,0,0.00061,0.000281999,0.000281999,0.001266999,0.020903001,0.020903001,0.021184999,0.019918,Positive Impact
HOGE-USD,07-11-2022,00:00:00,12:00 AM,41242,3.10E-05,-1.00E-06,-1.00E-06,0,1.00E-06,2.00E-06,2.00E-06,3.00E-06,3.00E-05,3.00E-05,3.20E-05,2.90E-05,Negative Impact
PART-USD,18-05-2023,00:00:00,12:00 AM,765,0.421970993,0.035569012,0.035569012,0,0.035980999,0.000411987,0.000411987,0.037669003,0.457540005,0.457540005,0.457951993,0.42028299,Positive Impact
MXC-USD,02-04-2022,00:00:00,12:00 AM,22431722,0.104874998,-0.002472997,-0.002472997,0,0.001658,0.004130997,0.004130997,0.004229002,0.102402002,0.102402002,0.106532998,0.102303997,Negative Impact
MDAI-USD,29-11-2024,00:00:00,12:00 AM,52200,3.662219048,-0.234418154,-0.234418154,0,0,0.234418154,0.234418154,0.588380098,3.427800894,3.427800894,3.662219048,3.073838949,Negative Impact
CHI-USD,07-12-2020,00:00:00,12:00 AM,38019,0.037765,0.002354998,0.002354998,0,0.002613001,0.000258002,0.000258002,0.002631001,0.040119998,0.040119998,0.040378001,0.037746999,Positive Impact
BCA-USD,12-09-2018,00:00:00,12:00 AM,13934,0.270457,0.004832,0.004832,0,0.013799995,0.008967996,0.008967996,0.025812984,0.275288999,0.275288999,0.284256995,0.258444011,Positive Impact
XELS-USD,05-11-2024,00:00:00,12:00 AM,297076,0.049708001,6.60E-05,6.60E-05,0,0.000188999,0.000123002,0.000123002,0.000468001,0.049773999,0.049773999,0.049897,0.049428999,Negative Impact
NOW-USD,11-04-2023,00:00:00,12:00 AM,134,0.067022003,-0.001215003,-0.001215003,0,0.000838995,0.002053998,0.002053998,0.002252996,0.065807,0.065807,0.067860998,0.065608002,Negative Impact
BAR-USD,28-10-2023,00:00:00,12:00 AM,2050576,2.250705004,-0.030117035,-0.030117035,0,0.016664028,0.046781063,0.046781063,0.049155951,2.220587969,2.220587969,2.267369032,2.218213081,Negative Impact
CKBTC-USD,01-08-2024,00:00:00,12:00 AM,147639,64197.02344,1217.246094,1217.246094,0,1675.742188,458.4960938,458.4960938,4062.28125,65414.26953,65414.26953,65872.76563,61810.48438,Positive Impact
PINO-USD,07-01-2025,00:00:00,12:00 AM,312877,0.023186,-0.001681,-0.001681,0,0.00031,0.001991,0.001991,0.004348001,0.021505,0.021505,0.023496,0.019148,Negative Impact
BEAM-USD,18-10-2024,00:00:00,12:00 AM,82955,0.039223,0.000732001,0.000732001,0,0.001024999,0.000292998,0.000292998,0.001704998,0.039955001,0.039955001,0.040247999,0.038543001,Positive Impact
BCH-USD,05-11-2023,00:00:00,12:00 AM,152062842,240.3368225,-2.102264404,-2.102264404,0,2.63458252,4.736846924,4.736846924,7.328063965,238.2345581,238.2345581,242.971405,235.6433411,Negative Impact
CREAM-USD,14-05-2022,00:00:00,12:00 AM,1824729,18.5864296,1.035797119,1.035797119,0,1.055400848,0.019603729,0.019603729,1.825040817,19.62222672,19.62222672,19.64183044,17.81678963,Positive Impact
BAND-USD,24-10-2024,00:00:00,12:00 AM,5735942,1.144768,0.018381,0.018381,0,0.030014992,0.011633992,0.011633992,0.053427935,1.163148999,1.163148999,1.174782991,1.121355057,Positive Impact
WTRX-USD,01-07-2024,00:00:00,12:00 AM,2630261,0.124714002,0.003246993,0.003246993,0,0.003784001,0.000537008,0.000537008,0.004051,0.127960995,0.127960995,0.128498003,0.124447003,Positive Impact
TOP-USD,15-06-2020,00:00:00,12:00 AM,1333994,0.002772,0.000197,0.000197,0,0.000236,3.90E-05,3.90E-05,0.000549,0.002969,0.002969,0.003008,0.002459,Positive Impact
CVC-USD,11-05-2024,00:00:00,12:00 AM,14212893,0.163902998,-0.003549993,-0.003549993,0,0.001506999,0.005056992,0.005056992,0.006264001,0.160353005,0.160353005,0.165409997,0.159145996,Negative Impact
WCRO-USD,18-08-2024,00:00:00,12:00 AM,493844,0.087898001,-0.001363002,-0.001363002,0,0.000619002,0.001982003,0.001982003,0.001982003,0.086534999,0.086534999,0.088517003,0.086534999,Negative Impact
CKB-USD,15-11-2023,00:00:00,12:00 AM,3494447,0.00363,8.10E-05,8.10E-05,0,0.000103,2.20E-05,2.20E-05,0.000124,0.003711,0.003711,0.003733,0.003609,Negative Impact
LDO-USD,13-08-2023,00:00:00,12:00 AM,65667154,1.842661977,-0.024263024,-0.024263024,0,0.001577973,0.025840998,0.025840998,0.028828979,1.818398952,1.818398952,1.84423995,1.815410972,Negative Impact
AXEL-USD,29-09-2023,00:00:00,12:00 AM,3889,0.126130998,-0.005425997,-0.005425997,0,0.004511997,0.009937994,0.009937994,0.010543995,0.120705001,0.120705001,0.130642995,0.120099001,Negative Impact
AVAX-USD,27-09-2024,00:00:00,12:00 AM,429836781,29.15449905,1.294790268,1.294790268,0,1.630247116,0.335456848,0.335456848,1.826107025,30.44928932,30.44928932,30.78474617,28.95863914,Positive Impact
ADA-USD,02-03-2018,00:00:00,12:00 AM,107240000,0.304423988,-0.010919988,-0.010919988,0,0.002634019,0.013554007,0.013554007,0.018182993,0.293504,0.293504,0.307058007,0.288875014,Negative Impact
HYDRA-USD,04-02-2024,00:00:00,12:00 AM,90599,0.587886989,-0.017242014,-0.017242014,0,0.023064017,0.040306032,0.040306032,0.04667902,0.570644975,0.570644975,0.610951006,0.564271986,Negative Impact
RWA-USD,29-06-2024,00:00:00,12:00 AM,33212,0.072460003,-0.000379004,-0.000379004,0,0.000359997,0.000739001,0.000739001,0.000932001,0.072081,0.072081,0.07282,0.071888,Negative Impact
XCP-USD,06-05-2022,00:00:00,12:00 AM,67388,6.953909874,-0.198534012,-0.198534012,0,0.00978899,0.208323002,0.208323002,1.820109844,6.755375862,6.755375862,6.963698864,5.14358902,Negative Impact
USDT-USD,10-07-2018,00:00:00,12:00 AM,2974149888,1.007310033,-0.006110072,-0.006110072,0,0.004289985,0.010400057,0.010400057,0.013781011,1.001199961,1.001199961,1.011600018,0.997819006,Negative Impact
RARI-USD,08-04-2023,00:00:00,12:00 AM,282083,1.585170984,0.011126041,0.011126041,0,0.027835965,0.016709924,0.016709924,0.03212297,1.596297026,1.596297026,1.613006949,1.58088398,Positive Impact
PXC-USD,08-07-2017,00:00:00,12:00 AM,2156,0.005393,-0.000557,-0.000557,0,0.001689,0.002246,0.002246,0.003122,0.004836,0.004836,0.007082,0.00396,Negative Impact
KEY-USD,24-06-2021,00:00:00,12:00 AM,2975918,0.00827,-0.000227001,-0.000227001,0,0.00015,0.000377,0.000377,0.000798,0.008043,0.008043,0.00842,0.007622,Negative Impact
CAS-USD,17-07-2018,00:00:00,12:00 AM,851481,0.028917,0.004321001,0.004321001,0,0.004579999,0.000258997,0.000258997,0.004882999,0.033238001,0.033238001,0.033496998,0.028613999,Positive Impact
VSG-USD,12-07-2024,00:00:00,12:00 AM,34618,0.000843,-0.000154,-0.000154,0,0,0.000154,0.000154,0.000157,0.000689,0.000689,0.000843,0.000686,Negative Impact
BBF-USD,29-09-2022,00:00:00,12:00 AM,113427,3.257865906,-0.163276911,-0.163276911,0,0.126531124,0.289808035,0.289808035,0.309062958,3.094588995,3.094588995,3.38439703,3.075334072,Negative Impact
UNP-USD,28-03-2024,00:00:00,12:00 AM,52225,0.041839998,0.001288,0.001288,0,0.005104002,0.003816001,0.003816001,0.00584,0.043127999,0.043127999,0.046944,0.041104,Positive Impact
SETH2-USD,29-12-2024,00:00:00,12:00 AM,5434,3339.40625,-28.13183594,-28.13183594,0,44.578125,72.70996094,72.70996094,72.70996094,3311.274414,3311.274414,3383.984375,3311.274414,Negative Impact
SCP-USD,31-12-2020,00:00:00,12:00 AM,1949,0.090535,-0.001818001,-0.001818001,0,0.001270004,0.003088005,0.003088005,0.005363002,0.088716999,0.088716999,0.091805004,0.086442001,Negative Impact
VR-USD,01-02-2023,00:00:00,12:00 AM,803896,0.008065,0.00026,0.00026,0,0.000441,0.000181,0.000181,0.000702,0.008325,0.008325,0.008506,0.007804,Positive Impact
EPIC-USD,31-07-2020,00:00:00,12:00 AM,42171,0.214263007,-0.052575007,-0.052575007,0,0.016737998,0.069313005,0.069313005,0.070496008,0.161688,0.161688,0.231001005,0.160504997,Negative Impact
CSIX-USD,26-09-2023,00:00:00,12:00 AM,1160347,0.017529,-0.000185,-0.000185,0,3.40E-05,0.000219001,0.000219001,0.000306001,0.017344,0.017344,0.017563,0.017256999,Negative Impact
TFUEL-USD,06-01-2021,00:00:00,12:00 AM,13771392,0.03019,0.000332,0.000332,0,0.001939999,0.001607999,0.001607999,0.002483999,0.030522,0.030522,0.032129999,0.029646,Positive Impact
ARRR-USD,21-12-2022,00:00:00,12:00 AM,36236,0.35897401,-0.007706016,-0.007706016,0,0.001219988,0.008926004,0.008926004,0.014793009,0.351267993,0.351267993,0.360193998,0.345400989,Negative Impact
PORK29220-USD,05-09-2024,00:00:00,12:00 AM,1676269,0,0,0,0,0,0,0,0,0,0,0,0,No Impact
AMPL-USD,28-06-2019,00:00:00,12:00 AM,468404,2.000699997,0,0,0,0,0,0,0.0352,2.000699997,2.000699997,2.000699997,1.965499997,No Impact
IAG-USD,22-11-2021,00:00:00,12:00 AM,95064,0.051224999,-0.005195998,-0.005195998,0,0,0.005195998,0.005195998,0.006674998,0.046029001,0.046029001,0.051224999,0.044550002,Negative Impact
WSI20848-USD,25-11-2024,00:00:00,12:00 AM,105745,0.009357,-0.000206,-0.000206,0,0.000427,0.000633,0.000633,0.000676,0.009151,0.009151,0.009784,0.009108,Negative Impact
VDOT-USD,23-01-2021,00:00:00,12:00 AM,0,0.343805999,0.028769016,0.028769016,0,0.031899989,0.003130972,0.003130972,0.037731975,0.372575015,0.372575015,0.375705987,0.337974012,Positive Impact
DKA-USD,18-03-2024,00:00:00,12:00 AM,9128129,0.041358002,-0.006269,-0.006269,0,0.000223,0.006492,0.006492,0.006521001,0.035089001,0.035089001,0.041581001,0.03506,Negative Impact
UFO10729-USD,09-07-2024,00:00:00,12:00 AM,576545,1.00E-06,0,0,0,0,0,0,0,1.00E-06,1.00E-06,1.00E-06,1.00E-06,No Impact
MTRG-USD,27-08-2022,00:00:00,12:00 AM,886784,2.875221014,0.009284019,0.009284019,0,0.031282902,0.021998882,0.021998882,0.06149888,2.884505033,2.884505033,2.906503916,2.845005035,Positive Impact
RSR-USD,25-08-2023,00:00:00,12:00 AM,2934968,0.001864,3.50E-05,3.50E-05,0,3.50E-05,0,0,8.90E-05,0.001899,0.001899,0.001899,0.00181,Negative Impact
BEPRO-USD,04-10-2020,00:00:00,12:00 AM,155564,0.000786,9.00E-06,9.00E-06,0,2.70E-05,1.80E-05,1.80E-05,5.80E-05,0.000795,0.000795,0.000813,0.000755,Negative Impact
HOGE-USD,31-10-2022,00:00:00,12:00 AM,58656,2.90E-05,2.00E-06,2.00E-06,0,5.00E-06,3.00E-06,3.00E-06,5.00E-06,3.10E-05,3.10E-05,3.40E-05,2.90E-05,Negative Impact
TADA-USD,29-11-2024,00:00:00,12:00 AM,235431,0.033466998,0.001939002,0.001939002,0,0.003457002,0.001518,0.001518,0.003558002,0.035406001,0.035406001,0.036924001,0.033365998,Positive Impact
GYEN-USD,04-09-2023,00:00:00,12:00 AM,48074,0.006875,5.00E-06,5.00E-06,0,1.40E-05,9.00E-06,9.00E-06,0.000151,0.00688,0.00688,0.006889,0.006738,Negative Impact
ADS11036-USD,21-06-2023,00:00:00,12:00 AM,208566,0.068819001,0.009212002,0.009212002,0,0.015028,0.005815998,0.005815998,0.015146002,0.078031003,0.078031003,0.083847001,0.068700999,Positive Impact
TT-USD,23-02-2023,00:00:00,12:00 AM,2604082,0.005187,1.00E-06,1.00E-06,0,1.40E-05,1.30E-05,1.30E-05,8.90E-05,0.005188,0.005188,0.005201,0.005112,Negative Impact
APM-USD,29-04-2023,00:00:00,12:00 AM,2390032,0.014081,-6.00E-06,-6.00E-06,0,0.000306999,0.000313,0.000313,0.00044,0.014075,0.014075,0.014388,0.013948,Negative Impact
NFT9816-USD,30-11-2024,00:00:00,12:00 AM,38860373,1.00E-06,0,0,0,0,0,0,0,1.00E-06,1.00E-06,1.00E-06,1.00E-06,No Impact
APX-USD,31-03-2022,00:00:00,12:00 AM,3460989,0.073128998,-0.002930999,-0.002930999,0,0.000362001,0.003293,0.003293,0.003693998,0.070197999,0.070197999,0.073491,0.069797002,Negative Impact
GMT18069-USD,04-06-2022,00:00:00,12:00 AM,279663117,1.013038039,-0.014479041,-0.014479041,0,0.00831902,0.022798061,0.022798061,0.029870033,0.998558998,0.998558998,1.021357059,0.991487026,Negative Impact
CHEQ-USD,24-12-2023,00:00:00,12:00 AM,203952,0.055856001,0.000969,0.000969,0,0.002255999,0.001286998,0.001286998,0.003002997,0.056825001,0.056825001,0.058111999,0.055109002,Positive Impact
COS-USD,19-10-2022,00:00:00,12:00 AM,1733398,0.005662,-0.000277,-0.000277,0,6.00E-06,0.000283,0.000283,0.000283,0.005385,0.005385,0.005668,0.005385,Negative Impact
DEGO-USD,17-09-2020,00:00:00,12:00 AM,2686281,1.350646019,-0.171540022,-0.171540022,0,0.814271927,0.985811949,0.985811949,1.009887934,1.179105997,1.179105997,2.164917946,1.155030012,Negative Impact
WEST-USD,21-05-2023,00:00:00,12:00 AM,21913,0.018447001,-0.000161001,-0.000161001,0,0.000378,0.000539001,0.000539001,0.000559,0.018285999,0.018285999,0.018825,0.018266,Negative Impact
